"date","recession","SPY","IWM","TLT","LTPZ","GLD","UUP","HAP","JPM","BA","three_month_yield","six_month_yield","one_year_yield","two_year_yield","three_year_yield","five_year_yield","seven_year_yield","ten_year_yield","twenty_year_yield","thirty_year_yield"
1995-09-19,0,58.5,NA,NA,NA,NA,NA,NA,20.1666679382324,35.3125,5.36,5.45,5.54,5.75,5.83,5.94,6.08,6.14,6.61,6.49
1995-09-20,0,58.78125,NA,NA,NA,NA,NA,NA,20.1666679382324,35.875,5.34,5.43,5.52,5.73,5.81,5.92,6.05,6.1,6.57,6.46
1995-09-21,0,58.296875,NA,NA,NA,NA,NA,NA,19.5833320617676,35.8125,5.4,5.53,5.62,5.83,5.91,6.03,6.15,6.21,6.66,6.56
1995-09-22,0,58.3125,NA,NA,NA,NA,NA,NA,19.5,35.0625,5.35,5.52,5.63,5.85,5.93,6.06,6.19,6.25,6.7,6.59
1995-09-25,0,58.21875,NA,NA,NA,NA,NA,NA,19.5416679382324,34.625,5.33,5.51,5.65,5.89,5.95,6.08,6.2,6.26,6.7,6.58
1995-09-26,0,58.203125,NA,NA,NA,NA,NA,NA,19.6666679382324,34.3125,5.45,5.63,5.71,5.88,5.98,6.11,6.21,6.28,6.71,6.58
1995-09-27,0,58.15625,NA,NA,NA,NA,NA,NA,20,33.875,5.42,5.6,5.7,5.92,6.01,6.08,6.25,6.3,6.76,6.61
1995-09-28,0,58.59375,NA,NA,NA,NA,NA,NA,20.3333320617676,34.3125,5.44,5.61,5.73,5.92,6,6.1,6.22,6.28,6.71,6.59
1995-09-29,0,58.484375,NA,NA,NA,NA,NA,NA,20.2916679382324,34.125,5.4,5.57,5.65,5.83,5.91,6.01,6.11,6.17,6.6,6.49
1995-10-02,0,58.1875,NA,NA,NA,NA,NA,NA,20.2083320617676,33.5625,5.53,5.64,5.65,5.82,5.89,5.98,6.1,6.15,6.61,6.48
1995-10-03,0,58.25,NA,NA,NA,NA,NA,NA,20.375,32.8125,5.51,5.61,5.63,5.8,5.87,5.96,6.07,6.13,6.57,6.46
1995-10-04,0,58.1875,NA,NA,NA,NA,NA,NA,20.9166679382324,32.375,5.47,5.57,5.6,5.75,5.82,5.91,6.04,6.12,6.54,6.44
1995-10-05,0,58.359375,NA,NA,NA,NA,NA,NA,20.8333320617676,32.3125,5.44,5.57,5.59,5.72,5.8,5.88,6,6.06,6.53,6.43
1995-10-06,0,58.40625,NA,NA,NA,NA,NA,NA,21,32.6875,5.47,5.59,5.59,5.73,5.81,5.89,6,6.06,6.51,6.43
1995-10-09,0,57.921875,NA,NA,NA,NA,NA,NA,20.9583320617676,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995-10-10,0,57.890625,NA,NA,NA,NA,NA,NA,21.125,32.375,5.47,5.57,5.61,5.74,5.81,5.91,6,6.07,6.51,6.43
1995-10-11,0,58.078125,NA,NA,NA,NA,NA,NA,21.2083320617676,33,5.47,5.57,5.61,5.75,5.82,5.91,6.02,6.09,6.5,6.44
1995-10-12,0,58.4375,NA,NA,NA,NA,NA,NA,21.375,33.3125,5.46,5.57,5.61,5.72,5.8,5.88,5.99,6.07,6.48,6.41
1995-10-13,0,58.625,NA,NA,NA,NA,NA,NA,21.375,33.75,5.45,5.56,5.58,5.67,5.72,5.8,5.88,5.97,6.37,6.3
1995-10-16,0,58.34375,NA,NA,NA,NA,NA,NA,21.0416679382324,33.8125,5.49,5.58,5.59,5.67,5.73,5.8,5.89,5.97,6.38,6.32
1995-10-17,0,58.734375,NA,NA,NA,NA,NA,NA,20.9166679382324,33.3125,5.43,5.55,5.57,5.65,5.71,5.8,5.89,5.97,6.36,6.3
1995-10-18,0,58.90625,NA,NA,NA,NA,NA,NA,20.4166679382324,32.8125,5.41,5.55,5.58,5.67,5.74,5.83,5.92,5.99,6.38,6.32
1995-10-19,0,59.1875,NA,NA,NA,NA,NA,NA,20.2083320617676,32.75,5.41,5.55,5.58,5.67,5.73,5.83,5.92,5.98,6.37,6.31
1995-10-20,0,58.828125,NA,NA,NA,NA,NA,NA,19.625,33.125,5.43,5.57,5.62,5.72,5.79,5.9,5.99,6.04,6.42,6.35
1995-10-23,0,58.703125,NA,NA,NA,NA,NA,NA,19.7916679382324,33.25,5.38,5.57,5.65,5.76,5.82,5.92,6.01,6.07,6.44,6.38
1995-10-24,0,58.765625,NA,NA,NA,NA,NA,NA,19,33.4375,5.38,5.56,5.6,5.68,5.76,5.85,5.95,6.02,6.37,6.33
1995-10-25,0,58.28125,NA,NA,NA,NA,NA,NA,18.7916679382324,33.625,5.39,5.55,5.56,5.64,5.72,5.8,5.9,6,6.37,6.32
1995-10-26,0,57.75,NA,NA,NA,NA,NA,NA,18.75,33.125,5.38,5.5,5.52,5.61,5.72,5.81,5.93,6.06,6.44,6.38
1995-10-27,0,58.1875,NA,NA,NA,NA,NA,NA,19.4583320617676,33.875,5.41,5.53,5.56,5.64,5.73,5.83,5.95,6.05,6.4,6.35
1995-10-30,0,58.5625,NA,NA,NA,NA,NA,NA,19.2916679382324,33.5625,5.47,5.55,5.55,5.62,5.72,5.82,5.94,6.04,6.41,6.35
1995-10-31,0,58.3125,NA,NA,NA,NA,NA,NA,18.9583320617676,32.75,5.48,5.55,5.55,5.61,5.7,5.81,5.92,6.03,6.4,6.34
1995-11-01,0,58.78125,NA,NA,NA,NA,NA,NA,19.4583320617676,34,5.48,5.49,5.46,5.52,5.62,5.74,5.86,5.98,6.36,6.29
1995-11-02,0,59.15625,NA,NA,NA,NA,NA,NA,20.125,34.6875,5.47,5.46,5.41,5.46,5.56,5.68,5.8,5.92,6.31,6.25
1995-11-03,0,59.234375,NA,NA,NA,NA,NA,NA,19.7916679382324,34.6875,5.47,5.49,5.43,5.49,5.58,5.7,5.82,5.94,6.33,6.28
1995-11-06,0,59.03125,NA,NA,NA,NA,NA,NA,19.4583320617676,34.875,5.52,5.53,5.46,5.51,5.62,5.73,5.84,5.96,6.34,6.29
1995-11-07,0,58.8125,NA,NA,NA,NA,NA,NA,19.2083320617676,34.875,5.53,5.54,5.48,5.54,5.65,5.77,5.88,5.99,6.37,6.31
1995-11-08,0,59.34375,NA,NA,NA,NA,NA,NA,19.7916679382324,34.9375,5.52,5.49,5.41,5.47,5.58,5.69,5.8,5.92,6.3,6.25
1995-11-09,0,59.5625,NA,NA,NA,NA,NA,NA,19.8333320617676,35,5.55,5.53,5.43,5.49,5.59,5.72,5.85,5.97,6.35,6.29
1995-11-10,0,59.53125,NA,NA,NA,NA,NA,NA,19.8333320617676,35.625,5.58,5.54,5.47,5.52,5.64,5.76,5.89,6,6.39,6.33
1995-11-13,0,59.46875,NA,NA,NA,NA,NA,NA,19.5416679382324,35.875,5.59,5.56,5.44,5.49,5.61,5.72,5.85,5.98,6.34,6.28
1995-11-14,0,59.078125,NA,NA,NA,NA,NA,NA,18.9166679382324,35.75,5.55,5.52,5.43,5.47,5.58,5.71,5.85,5.97,6.36,6.3
1995-11-15,0,59.671875,NA,NA,NA,NA,NA,NA,18.875,37,5.56,5.55,5.47,5.53,5.63,5.77,5.9,6,6.37,6.3
1995-11-16,0,60,NA,NA,NA,NA,NA,NA,19.2083320617676,37.9375,5.52,5.5,5.42,5.46,5.56,5.68,5.83,5.93,6.32,6.24
1995-11-17,0,60.1875,NA,NA,NA,NA,NA,NA,19.5416679382324,36.875,5.51,5.49,5.4,5.46,5.54,5.66,5.81,5.92,6.33,6.23
1995-11-20,0,59.875,NA,NA,NA,NA,NA,NA,19.5833320617676,36.625,5.5,5.48,5.41,5.46,5.53,5.66,5.82,5.93,6.33,6.25
1995-11-21,0,60.359375,NA,NA,NA,NA,NA,NA,20.0416679382324,36.6875,5.52,5.5,5.45,5.49,5.56,5.7,5.85,5.92,6.36,6.27
1995-11-22,0,60.171875,NA,NA,NA,NA,NA,NA,20.125,37.0625,5.52,5.51,5.46,5.51,5.58,5.72,5.85,5.93,6.37,6.28
1995-11-24,0,60.328125,NA,NA,NA,NA,NA,NA,20.0416679382324,36.75,5.48,5.48,5.43,5.49,5.56,5.7,5.84,5.91,6.36,6.25
1995-11-27,0,60.34375,NA,NA,NA,NA,NA,NA,19.75,36.625,5.5,5.49,5.41,5.46,5.53,5.67,5.81,5.88,6.31,6.23
1995-11-28,0,60.984375,NA,NA,NA,NA,NA,NA,19.75,36,5.53,5.52,5.44,5.45,5.54,5.67,5.8,5.88,6.31,6.24
1995-11-29,0,61.046875,NA,NA,NA,NA,NA,NA,19.9166679382324,36.6875,5.5,5.49,5.42,5.42,5.49,5.6,5.8,5.85,6.29,6.22
1995-11-30,0,60.90625,NA,NA,NA,NA,NA,NA,20,36.4375,5.48,5.46,5.36,5.36,5.41,5.53,5.68,5.76,6.2,6.14
1995-12-01,0,60.984375,NA,NA,NA,NA,NA,NA,19.9166679382324,36.75,5.45,5.44,5.33,5.32,5.37,5.49,5.63,5.71,6.16,6.1
1995-12-04,0,61.734375,NA,NA,NA,NA,NA,NA,20.3333320617676,36.375,5.46,5.43,5.32,5.27,5.33,5.43,5.54,5.63,6.07,6.01
1995-12-05,0,62.140625,NA,NA,NA,NA,NA,NA,20.4583320617676,37,5.47,5.42,5.33,5.29,5.34,5.45,5.57,5.65,6.09,6.04
1995-12-06,0,62.28125,NA,NA,NA,NA,NA,NA,20.7916679382324,37.5625,5.48,5.41,5.34,5.32,5.38,5.49,5.59,5.67,6.09,6.03
1995-12-07,0,61.953125,NA,NA,NA,NA,NA,NA,20,37.0234375,5.5,5.43,5.35,5.39,5.42,5.54,5.65,5.72,6.13,6.07
1995-12-08,0,62.15625,NA,NA,NA,NA,NA,NA,20.2083320617676,36.6875,5.5,5.45,5.39,5.39,5.45,5.56,5.67,5.73,6.12,6.06
1995-12-11,0,62.421875,NA,NA,NA,NA,NA,NA,20,36.4375,5.45,5.43,5.35,5.38,5.41,5.53,5.65,5.71,6.11,6.04
1995-12-12,0,62.234375,NA,NA,NA,NA,NA,NA,19.875,37.1875,5.41,5.42,5.36,5.39,5.42,5.55,5.65,5.72,6.11,6.05
1995-12-13,0,62.625,NA,NA,NA,NA,NA,NA,19.9583320617676,38.25,5.42,5.43,5.37,5.39,5.45,5.56,5.66,5.74,6.12,6.07
1995-12-14,0,62.171875,NA,NA,NA,NA,NA,NA,19.5833320617676,36.75,5.42,5.42,5.35,5.38,5.42,5.55,5.66,5.74,6.14,6.08
1995-12-15,0,61.8125,NA,NA,NA,NA,NA,NA,19.25,37.6875,5.35,5.36,5.32,5.36,5.41,5.55,5.66,5.75,6.15,6.09
1995-12-18,0,60.625,NA,NA,NA,NA,NA,NA,19.0833320617676,36.4375,5.32,5.4,5.38,5.43,5.51,5.66,5.77,5.85,6.26,6.2
1995-12-19,0,61.265625,NA,NA,NA,NA,NA,NA,19.6666679382324,37.6875,5.24,5.31,5.28,5.36,5.45,5.58,5.71,5.81,6.21,6.14
1995-12-20,0,60.671875,NA,NA,NA,NA,NA,NA,19.4166679382324,39,5.15,5.29,5.27,5.33,5.42,5.55,5.67,5.76,6.18,6.11
1995-12-21,0,60.984375,NA,NA,NA,NA,NA,NA,19.375,38.375,5.05,5.3,5.29,5.33,5.41,5.53,5.68,5.77,6.19,6.11
1995-12-22,0,61.203125,NA,NA,NA,NA,NA,NA,19.4166679382324,38.75,5.04,5.27,5.26,5.28,5.37,5.5,5.62,5.71,6.12,6.06
1995-12-26,0,61.5,NA,NA,NA,NA,NA,NA,19.5416679382324,38.875,5.05,5.26,5.26,5.27,5.34,5.48,5.62,5.69,6.1,6.04
1995-12-27,0,61.46875,NA,NA,NA,NA,NA,NA,19.6666679382324,38.9375,5.04,5.23,5.23,5.23,5.31,5.46,5.58,5.66,6.07,6.01
1995-12-28,0,61.40625,NA,NA,NA,NA,NA,NA,19.5833320617676,38.875,4.98,5.11,5.18,5.2,5.27,5.43,5.56,5.63,6.04,5.98
1995-12-29,0,61.484375,NA,NA,NA,NA,NA,NA,19.5833320617676,39.1875,5.1,5.17,5.18,5.18,5.25,5.38,5.49,5.58,6.01,5.96
1996-01-02,0,62.140625,NA,NA,NA,NA,NA,NA,19.5833320617676,39.9375,5.2,5.25,5.17,5.18,5.26,5.39,5.51,5.6,6.03,5.97
1996-01-03,0,62.3125,NA,NA,NA,NA,NA,NA,19.5833320617676,39.5625,5.2,5.22,5.16,5.17,5.21,5.36,5.49,5.58,6.01,5.96
1996-01-04,0,61.71875,NA,NA,NA,NA,NA,NA,18.75,38.5625,5.19,5.23,5.19,5.17,5.26,5.39,5.55,5.65,6.08,6.03
1996-01-05,0,61.59375,NA,NA,NA,NA,NA,NA,18.6666679382324,39.25,5.19,5.22,5.19,5.2,5.29,5.42,5.59,5.69,6.11,6.05
1996-01-08,0,61.828125,NA,NA,NA,NA,NA,NA,18.6666679382324,40.125,5.18,5.22,5.19,5.2,5.27,5.41,5.56,5.68,6.1,6.04
1996-01-09,0,60.765625,NA,NA,NA,NA,NA,NA,18.2083320617676,39.6796875,5.18,5.2,5.16,5.18,5.27,5.41,5.58,5.7,6.12,6.06
1996-01-10,0,59.96875,NA,NA,NA,NA,NA,NA,18.0416679382324,38.375,5.19,5.19,5.19,5.22,5.33,5.5,5.67,5.8,6.23,6.16
1996-01-11,0,60.328125,NA,NA,NA,NA,NA,NA,18.0416679382324,38.875,5.19,5.19,5.16,5.22,5.31,5.47,5.67,5.78,6.22,6.16
1996-01-12,0,60.234375,NA,NA,NA,NA,NA,NA,18.5416679382324,38.875,5.18,5.18,5.14,5.17,5.26,5.4,5.64,5.75,6.22,6.16
1996-01-15,0,60.109375,NA,NA,NA,NA,NA,NA,18.375,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996-01-16,0,60.84375,NA,NA,NA,NA,NA,NA,19.5,38,5.14,5.08,5.06,5.08,5.19,5.37,5.55,5.66,6.14,6.09
1996-01-17,0,60.65625,NA,NA,NA,NA,NA,NA,19.8333320617676,38.1875,5.14,5.05,5.04,5.05,5.14,5.29,5.46,5.58,6.05,6
1996-01-18,0,60.859375,NA,NA,NA,NA,NA,NA,19.625,39.375,5.11,5.02,5.01,5.01,5.09,5.25,5.42,5.53,6.03,5.98
1996-01-19,0,61.265625,NA,NA,NA,NA,NA,NA,19.8333320617676,39.1875,5.1,5.06,5.02,5.03,5.1,5.27,5.43,5.54,6.02,5.97
1996-01-22,0,61.28125,NA,NA,NA,NA,NA,NA,20.125,39.5625,5.14,5.1,5.06,5.08,5.17,5.34,5.5,5.61,6.09,6.04
1996-01-23,0,61.421875,NA,NA,NA,NA,NA,NA,20.375,38.8125,5.12,5.11,5.06,5.09,5.18,5.37,5.55,5.66,6.14,6.09
1996-01-24,0,61.921875,NA,NA,NA,NA,NA,NA,20.6666679382324,38.5,5.12,5.1,5.03,5.07,5.16,5.3,5.5,5.62,6.08,6.02
1996-01-25,0,61.703125,NA,NA,NA,NA,NA,NA,21.0416679382324,38.5,5.12,5.12,5.06,5.11,5.23,5.41,5.58,5.7,6.16,6.11
1996-01-26,0,62.234375,NA,NA,NA,NA,NA,NA,21,38.375,5.11,5.11,5.02,5.08,5.18,5.34,5.54,5.65,6.1,6.04
1996-01-29,0,62.484375,NA,NA,NA,NA,NA,NA,22,38.5625,5.17,5.12,5.05,5.1,5.21,5.37,5.56,5.69,6.14,6.09
1996-01-30,0,63.015625,NA,NA,NA,NA,NA,NA,22.25,38.8125,5.14,5.05,4.98,5.02,5.13,5.3,5.51,5.63,6.08,6.04
1996-01-31,0,63.671875,NA,NA,NA,NA,NA,NA,22.3333320617676,38.75,5.05,4.97,4.9,4.93,5.06,5.25,5.46,5.6,6.07,6.03
1996-02-01,0,63.90625,NA,NA,NA,NA,NA,NA,21.9583320617676,38.9375,5.03,4.98,4.88,4.93,5.05,5.24,5.47,5.63,6.11,6.08
1996-02-02,0,63.640625,NA,NA,NA,NA,NA,NA,21.75,39,4.99,4.94,4.85,4.9,5.04,5.24,5.49,5.66,6.16,6.15
1996-02-05,0,64.15625,NA,NA,NA,NA,NA,NA,21.7916679382324,39.75,5,4.98,4.88,4.95,5.09,5.3,5.54,5.7,6.17,6.15
1996-02-06,0,64.765625,NA,NA,NA,NA,NA,NA,22.125,40.0625,4.98,4.97,4.87,4.93,5.03,5.28,5.5,5.68,6.15,6.14
1996-02-07,0,65.140625,NA,NA,NA,NA,NA,NA,22.3333320617676,39.9375,4.94,4.95,4.86,4.92,5.03,5.27,5.51,5.66,6.17,6.15
1996-02-08,0,65.84375,NA,NA,NA,NA,NA,NA,22.375,39.75,4.92,4.93,4.84,4.9,5.01,5.27,5.51,5.66,6.17,6.09
1996-02-09,0,65.828125,NA,NA,NA,NA,NA,NA,22.2916679382324,41.3125,4.93,4.91,4.82,4.85,4.98,5.25,5.49,5.66,6.17,6.11
1996-02-12,0,66.328125,NA,NA,NA,NA,NA,NA,22.5416679382324,41.625,4.93,4.9,4.8,4.83,4.94,5.17,5.42,5.61,6.1,6.05
1996-02-13,0,66.1875,NA,NA,NA,NA,NA,NA,22.5416679382324,41.5625,4.93,4.86,4.79,4.8,4.89,5.14,5.39,5.58,6.08,6.02
1996-02-14,0,65.609375,NA,NA,NA,NA,NA,NA,22.5833320617676,41.6875,4.94,4.9,4.8,4.82,4.91,5.17,5.43,5.62,6.13,6.07
1996-02-15,0,65.203125,NA,NA,NA,NA,NA,NA,22.5833320617676,41.25,4.92,4.92,4.84,4.87,4.95,5.23,5.5,5.7,6.22,6.16
1996-02-16,0,64.9375,NA,NA,NA,NA,NA,NA,22.5833320617676,40.8125,4.89,4.9,4.84,4.9,5.01,5.29,5.58,5.76,6.27,6.23
1996-02-20,0,64.296875,NA,NA,NA,NA,NA,NA,22.25,40.375,4.99,5.09,5.09,5.18,5.3,5.53,5.83,6.01,6.45,6.39
1996-02-21,0,65.09375,NA,NA,NA,NA,NA,NA,23.0833320617676,41.5,4.96,5.03,5.05,5.16,5.3,5.56,5.81,5.98,6.47,6.39
1996-02-22,0,66.125,NA,NA,NA,NA,NA,NA,23.5416679382324,41.75,4.95,4.98,4.99,5.11,5.23,5.47,5.76,5.92,6.43,6.36
1996-02-23,0,65.9375,NA,NA,NA,NA,NA,NA,24.1666679382324,41.8125,4.97,4.99,5.02,5.13,5.29,5.53,5.82,5.97,6.5,6.42
1996-02-26,0,65,NA,NA,NA,NA,NA,NA,23.375,40.875,4.98,4.98,5.05,5.18,5.33,5.56,5.85,6.01,6.54,6.45
1996-02-27,0,64.796875,NA,NA,NA,NA,NA,NA,23.625,40.5625,5.01,5.02,5.12,5.28,5.41,5.63,5.9,6.06,6.56,6.47
1996-02-28,0,64.5,NA,NA,NA,NA,NA,NA,23.9166679382324,40.375,5.01,5.05,5.22,5.43,5.51,5.73,5.97,6.11,6.58,6.48
1996-02-29,0,63.875,NA,NA,NA,NA,NA,NA,23.875,40.5625,5.02,5.05,5.23,5.44,5.56,5.73,5.99,6.13,6.57,6.48
1996-03-01,0,64.890625,NA,NA,NA,NA,NA,NA,24.25,40.25,4.98,4.94,5.07,5.26,5.4,5.6,5.86,5.99,6.48,6.38
1996-03-04,0,65.265625,NA,NA,NA,NA,NA,NA,24.25,40.75,5.02,4.98,5.02,5.21,5.32,5.52,5.78,5.92,6.43,6.34
1996-03-05,0,65.875,NA,NA,NA,NA,NA,NA,24.0833320617676,40.625,5.02,5.01,5.07,5.28,5.4,5.6,5.84,5.96,6.48,6.39
1996-03-06,0,65.296875,NA,NA,NA,NA,NA,NA,23.5833320617676,40.375,5.03,5.05,5.13,5.36,5.48,5.68,5.93,6.05,6.54,6.44
1996-03-07,0,65.625,NA,NA,NA,NA,NA,NA,23.125,40.1875,5.03,5.06,5.14,5.4,5.53,5.71,5.96,6.07,6.56,6.46
1996-03-08,0,63.5,NA,NA,NA,NA,NA,NA,22.125,39.3125,5.01,5.2,5.39,5.73,5.88,6.05,6.28,6.41,6.84,6.7
1996-03-11,0,64.234375,NA,NA,NA,NA,NA,NA,21.9583320617676,41.5,5.09,5.18,5.38,5.71,5.86,6,6.24,6.33,6.76,6.63
1996-03-12,0,63.734375,NA,NA,NA,NA,NA,NA,21.875,40.875,5.09,5.19,5.41,5.78,5.92,6.04,6.28,6.36,6.79,6.66
1996-03-13,0,64.171875,NA,NA,NA,NA,NA,NA,22.25,40.375,5.09,5.18,5.39,5.73,5.86,6.03,6.28,6.35,6.83,6.68
1996-03-14,0,64.453125,NA,NA,NA,NA,NA,NA,22.75,41.125,5.11,5.16,5.38,5.7,5.84,6.03,6.28,6.36,6.83,6.68
1996-03-15,0,64.125,NA,NA,NA,NA,NA,NA,22.625,40.4375,5.14,5.24,5.51,5.87,6.01,6.19,6.4,6.46,6.9,6.75
1996-03-18,0,65.359375,NA,NA,NA,NA,NA,NA,23.25,42.8125,5.17,5.27,5.51,5.89,6.02,6.16,6.38,6.43,6.86,6.71
1996-03-19,0,65.21875,NA,NA,NA,NA,NA,NA,23.2916679382324,44,5.19,5.26,5.47,5.85,5.99,6.15,6.35,6.41,6.86,6.7
1996-03-20,0,65.140625,NA,NA,NA,NA,NA,NA,23.7083320617676,43.625,5.16,5.22,5.41,5.76,5.86,6.05,6.26,6.34,6.81,6.65
1996-03-21,0,64.984375,NA,NA,NA,NA,NA,NA,24,43.8125,5.07,5.21,5.4,5.72,5.82,6.01,6.23,6.28,6.78,6.62
1996-03-22,0,65.15625,NA,NA,NA,NA,NA,NA,23.7083320617676,44.4375,5.1,5.22,5.41,5.74,5.85,6.05,6.26,6.32,6.8,6.65
1996-03-25,0,65.03125,NA,NA,NA,NA,NA,NA,23.625,43.9375,5.13,5.16,5.38,5.69,5.81,6,6.2,6.26,6.74,6.58
1996-03-26,0,65.34375,NA,NA,NA,NA,NA,NA,23.5833320617676,43.9375,5.13,5.18,5.38,5.72,5.82,6,6.19,6.25,6.73,6.59
1996-03-27,0,64.75,NA,NA,NA,NA,NA,NA,23.8333320617676,44.3125,5.17,5.19,5.45,5.81,5.93,6.12,6.3,6.34,6.84,6.68
1996-03-28,0,65,NA,NA,NA,NA,NA,NA,23.7916679382324,44.1875,5.19,5.23,5.48,5.88,5.99,6.2,6.38,6.41,6.9,6.73
1996-03-29,0,64.6875,NA,NA,NA,NA,NA,NA,23.5,43.3125,5.13,5.2,5.41,5.79,5.91,6.1,6.3,6.34,6.83,6.67
1996-04-01,0,65.4375,NA,NA,NA,NA,NA,NA,24.3333320617676,42.4375,5.2,5.26,5.41,5.79,5.91,6.09,6.28,6.31,6.82,6.66
1996-04-02,0,65.5625,NA,NA,NA,NA,NA,NA,24.75,43.125,5.16,5.25,5.44,5.74,5.86,6.02,6.23,6.25,6.77,6.62
1996-04-03,0,65.5625,NA,NA,NA,NA,NA,NA,24.4583320617676,43.4375,5.15,5.25,5.46,5.77,5.89,6.06,6.26,6.27,6.8,6.63
1996-04-04,0,65.515625,NA,NA,NA,NA,NA,NA,24.4583320617676,42.6875,5.11,5.25,5.48,5.83,5.95,6.12,6.32,6.33,6.83,6.66
1996-04-08,0,64.390625,NA,NA,NA,NA,NA,NA,23.5416679382324,41.5,5.16,5.39,5.67,6.11,6.27,6.46,6.62,6.63,7.07,6.88
1996-04-09,0,64.140625,NA,NA,NA,NA,NA,NA,23.0833320617676,41.0625,5.1,5.32,5.6,6.06,6.21,6.37,6.56,6.56,7.04,6.84
1996-04-10,0,63,NA,NA,NA,NA,NA,NA,22.3333320617676,40.25,5.08,5.31,5.64,6.1,6.24,6.44,6.63,6.63,7.1,6.91
1996-04-11,0,62.921875,NA,NA,NA,NA,NA,NA,22.2916679382324,39.5625,5.08,5.32,5.65,6.12,6.33,6.5,6.68,6.68,7.15,6.95
1996-04-12,0,63.71875,NA,NA,NA,NA,NA,NA,22.8333320617676,40.75,5.07,5.28,5.53,5.96,6.12,6.31,6.49,6.52,7,6.81
1996-04-15,0,64.25,NA,NA,NA,NA,NA,NA,23.0416679382324,40.75,4.97,5.21,5.47,5.93,6.07,6.27,6.46,6.47,6.98,6.79
1996-04-16,0,64.4375,NA,NA,NA,NA,NA,NA,23,40.375,4.95,5.21,5.48,5.91,6.06,6.28,6.46,6.48,6.95,6.78
1996-04-17,0,64.28125,NA,NA,NA,NA,NA,NA,22.75,39.75,4.96,5.24,5.53,5.96,6.12,6.33,6.49,6.52,6.99,6.81
1996-04-18,0,64.375,NA,NA,NA,NA,NA,NA,22.7916679382324,40.6875,4.98,5.26,5.56,6.02,6.18,6.39,6.56,6.58,7.02,6.84
1996-04-19,0,64.53125,NA,NA,NA,NA,NA,NA,22.5833320617676,40.5625,5.01,5.24,5.5,5.95,6.1,6.32,6.48,6.53,7,6.8
1996-04-22,0,65.03125,NA,NA,NA,NA,NA,NA,22.2916679382324,41.125,5.09,5.22,5.48,5.92,6.06,6.28,6.44,6.48,6.95,6.75
1996-04-23,0,65.234375,NA,NA,NA,NA,NA,NA,22.375,40.6875,5.1,5.23,5.48,5.93,6.1,6.31,6.47,6.52,6.97,6.78
1996-04-24,0,65,NA,NA,NA,NA,NA,NA,22.25,40.25,5.13,5.24,5.51,5.95,6.13,6.34,6.51,6.57,7.01,6.81
1996-04-25,0,65.296875,NA,NA,NA,NA,NA,NA,22.75,40.25,5.09,5.24,5.57,5.99,6.15,6.31,6.49,6.56,7.01,6.81
1996-04-26,0,65.4375,NA,NA,NA,NA,NA,NA,23.0416679382324,40.375,5.11,5.23,5.55,5.92,6.08,6.29,6.47,6.54,6.96,6.79
1996-04-29,0,65.4375,NA,NA,NA,NA,NA,NA,22.9583320617676,40.375,5.14,5.28,5.57,5.98,6.13,6.33,6.51,6.59,7,6.83
1996-04-30,0,65.390625,NA,NA,NA,NA,NA,NA,23,41.0625,5.14,5.3,5.62,6.03,6.19,6.4,6.58,6.66,7.06,6.89
1996-05-01,0,65.53125,NA,NA,NA,NA,NA,NA,22.9166679382324,40.3125,5.11,5.29,5.6,6.03,6.19,6.39,6.58,6.68,7.08,6.91
1996-05-02,0,64.40625,NA,NA,NA,NA,NA,NA,21.875,38.75,5.13,5.34,5.69,6.16,6.34,6.56,6.75,6.85,7.21,7.05
1996-05-03,0,64.3125,NA,NA,NA,NA,NA,NA,22,39,5.14,5.34,5.69,6.2,6.37,6.61,6.81,6.9,7.29,7.12
1996-05-06,0,64.25,NA,NA,NA,NA,NA,NA,21.6666679382324,38.375,5.14,5.35,5.66,6.15,6.34,6.57,6.77,6.86,7.25,7.07
1996-05-07,0,63.984375,NA,NA,NA,NA,NA,NA,21.9583320617676,37.4375,5.14,5.36,5.71,6.2,6.38,6.6,6.8,6.87,7.27,7.08
1996-05-08,0,64.78125,NA,NA,NA,NA,NA,NA,22.5,38.1875,5.13,5.31,5.66,6.15,6.35,6.56,6.74,6.78,7.19,7
1996-05-09,0,64.734375,NA,NA,NA,NA,NA,NA,22.375,38.625,5.13,5.32,5.68,6.14,6.35,6.57,6.76,6.84,7.21,7.02
1996-05-10,0,65.375,NA,NA,NA,NA,NA,NA,22.9583320617676,39.6875,5.13,5.31,5.62,6.04,6.23,6.45,6.65,6.75,7.12,6.93
1996-05-13,0,66.359375,NA,NA,NA,NA,NA,NA,23.2083320617676,39.6875,5.16,5.34,5.62,6.06,6.25,6.45,6.64,6.72,7.09,6.9
1996-05-14,0,66.765625,NA,NA,NA,NA,NA,NA,23.2916679382324,40.875,5.14,5.31,5.58,6.01,6.19,6.4,6.58,6.66,7.04,6.85
1996-05-15,0,66.6875,NA,NA,NA,NA,NA,NA,23.125,40.6875,5.13,5.31,5.58,6.01,6.18,6.39,6.56,6.65,7.03,6.84
1996-05-16,0,66.828125,NA,NA,NA,NA,NA,NA,23.1666679382324,41.1875,5.15,5.33,5.6,6.08,6.25,6.45,6.63,6.7,7.08,6.9
